      Skeleton      	     bodyID      	 Motion 	  Rate  
S007C001P008R001A029	72057594037944797	0.092277	0.986928
S007C001P008R001A031	72057594037944797	0.139120	0.949153
S007C001P015R002A024	72057594037956585	0.141189	0.842105
S007C001P015R002A026	72057594037956585	0.104978	0.758242
S007C001P017R001A007	72057594037954845	0.127692	0.893333
S007C002P007R001A010	72057594037936661	0.101774	0.931818
S007C002P008R001A039	72057594037958314	0.118693	1.000000
S007C002P008R001A040	72057594037958314	0.121880	0.875000
S007C002P008R002A003	72057594037958314	0.115083	0.731707
S007C002P008R002A007	72057594037958314	0.136657	0.813559
S007C002P018R002A008	72057594037945922	0.360442	0.888889
S007C002P025R001A023	72057594037940682	0.158267	0.982759
S007C002P025R001A024	72057594037940682	0.155144	0.931034
S007C002P025R001A026	72057594037940682	0.146472	0.984615
S007C002P025R001A027	72057594037940682	0.151869	0.983333
S007C002P025R001A029	72057594037940682	0.109826	0.990566
S007C002P025R002A023	72057594037941043	0.124343	0.944444
S007C002P025R002A024	72057594037941043	0.141931	0.942857
S007C002P025R002A026	72057594037941043	0.134566	0.846154
S007C002P025R002A027	72057594037941043	0.164483	0.912281
S007C002P025R002A029	72057594037941043	0.116623	0.882353
S008C002P001R001A001	72057594037934343	0.210708	1.000000
S008C002P001R001A002	72057594037934343	0.166875	1.000000
S008C002P001R001A003	72057594037934343	0.169904	0.989011
S008C002P001R001A005	72057594037934343	0.230379	1.000000
S008C002P001R001A006	72057594037934343	0.216033	1.000000
S008C002P001R001A007	72057594037934343	0.207955	1.000000
S008C002P001R001A008	72057594037934343	0.225233	1.000000
S010C001P018R002A001	72057594037936987	0.079437	1.000000
S010C001P018R002A003	72057594037937060	0.093426	1.000000
S010C001P018R002A005	72057594037937060	0.108239	1.000000
S010C001P018R002A006	72057594037937060	0.083447	1.000000
S010C001P018R002A007	72057594037937060	0.116186	1.000000
S010C001P018R002A024	72057594037937100	0.123371	1.000000
S010C001P018R002A026	72057594037937100	0.087517	0.986842
S010C001P018R002A027	72057594037937100	0.100481	0.983333
S010C001P018R002A029	72057594037937100	0.071354	0.976562
S010C001P018R002A031	72057594037937100	0.084019	0.988636
S010C001P018R002A034	72057594037937100	0.086360	0.936709
S010C001P018R002A035	72057594037937100	0.091453	1.000000
S010C001P018R002A036	72057594037937100	0.083000	1.000000
S010C001P018R002A039	72057594037937100	0.095297	1.000000
S010C001P018R002A040	72057594037937100	0.120145	0.978261
S010C002P018R002A001	72057594037937419	0.063689	0.991870
S010C002P018R002A026	72057594037937665	0.127806	0.710526
S010C002P018R002A027	72057594037937665	0.146333	1.000000
S010C002P018R002A029	72057594037937665	0.098974	1.000000
S010C002P018R002A031	72057594037937665	0.117819	0.965909
S010C002P018R002A034	72057594037937665	0.117616	0.987179
S010C002P018R002A035	72057594037937665	0.131825	1.000000
S010C002P018R002A036	72057594037937665	0.123930	1.000000
S010C002P018R002A039	72057594037937665	0.132870	1.000000
S010C002P018R002A040	72057594037937665	0.182994	1.000000
S010C003P018R001A001	72057594037933836	0.113646	0.789474
S010C003P018R001A002	72057594037933836	0.115016	0.897260
S010C003P018R001A003	72057594037933836	0.119050	0.944000
S010C003P018R001A005	72057594037933836	0.127138	0.956989
S010C003P018R001A006	72057594037933836	0.128511	0.931818
S010C003P018R001A007	72057594037933836	0.144204	0.900000
S010C003P018R002A001	72057594037934307	0.101960	1.000000
S010C003P018R002A008	72057594037934499	0.113993	1.000000
S010C003P018R002A009	72057594037934499	0.101004	1.000000
S010C003P018R002A026	72057594037934548	0.071099	1.000000
S010C003P018R002A027	72057594037934548	0.083280	0.900000
S010C003P018R002A029	72057594037934548	0.057564	0.992188
S010C003P018R002A031	72057594037934548	0.064521	0.955056
S010C003P018R002A034	72057594037934548	0.070041	1.000000
S010C003P018R002A035	72057594037934548	0.079819	0.780822
S010C003P018R002A040	72057594037934548	0.092782	0.782609
S011C001P018R001A024	72057594037934969	0.134166	1.000000
S011C001P018R001A026	72057594037934969	0.119693	1.000000
S011C001P018R001A027	72057594037934969	0.129241	1.000000
S011C001P018R001A029	72057594037934969	0.087324	1.000000
S011C001P018R001A031	72057594037934969	0.128076	1.000000
S011C001P018R001A034	72057594037934969	0.126277	1.000000
S011C001P018R001A035	72057594037934969	0.111706	1.000000
S011C001P018R001A036	72057594037934969	0.125391	1.000000
S011C001P018R001A039	72057594037934969	0.127063	1.000000
S011C001P018R001A040	72057594037934969	0.132866	1.000000
S011C001P027R001A005	72057594037931499	0.092443	0.804124
S011C001P027R001A009	72057594037931499	0.112244	0.767123
S011C001P027R001A024	72057594037931499	0.118846	0.938462
S011C001P027R001A031	72057594037931499	0.128769	0.842105
S011C001P027R001A034	72057594037931499	0.106945	0.888889
S011C001P027R001A035	72057594037931499	0.114960	0.811594
S011C002P018R001A024	72057594037933650	0.106490	0.775862
S011C002P018R001A027	72057594037933650	0.105777	0.903226
S011C002P018R001A035	72057594037933650	0.091659	0.887500
S011C002P018R001A036	72057594037933650	0.107554	0.885246
S011C002P018R001A039	72057594037933650	0.114434	0.810345
S011C003P002R001A007	72057594037944223	1.597350	0.714286
S011C003P018R002A001	72057594037932860	0.632435	0.960000
S011C003P018R002A002	72057594037932860	1.592715	1.000000
S011C003P018R002A003	72057594037932860	0.586904	1.000000
S012C002P017R002A010	72057594037933878	0.164909	1.000000
S012C003P008R002A007	72057594037933719	0.195246	0.983051
S012C003P008R002A008	72057594037933719	0.151698	0.934783
S012C003P027R002A008	72057594037929181	0.164672	1.000000
S012C003P037R001A010	72057594037931945	0.156775	1.000000
S013C003P008R002A024	72057594037934302	0.181671	0.890909
S013C003P008R002A034	72057594037934302	0.148629	0.798246
S013C003P018R001A023	72057594037934315	0.171327	1.000000
S013C003P018R001A024	72057594037934315	0.188785	1.000000
S013C003P018R001A026	72057594037934315	0.149285	1.000000
S013C003P018R001A027	72057594037934315	0.189121	1.000000
S013C003P018R001A029	72057594037934315	0.129880	1.000000
S013C003P018R001A031	72057594037934315	0.211388	1.000000
S013C003P018R001A034	72057594037934315	0.169682	1.000000
S013C003P018R001A035	72057594037934315	0.178248	1.000000
S013C003P018R001A036	72057594037934315	0.150963	1.000000
S013C003P018R001A039	72057594037934315	0.213036	1.000000
S013C003P018R001A040	72057594037934315	0.231435	1.000000
S013C003P018R002A031	72057594037934386	0.183681	0.985075
S013C003P018R002A034	72057594037934386	0.169775	0.984127
S013C003P018R002A035	72057594037934386	0.181467	0.984127
S013C003P018R002A036	72057594037934386	0.174182	1.000000
S013C003P018R002A039	72057594037934386	0.218693	0.975000
S013C003P018R002A040	72057594037934386	0.203733	0.975610
S014C002P008R001A002	72057594037930606	0.120953	0.985294
S014C002P015R001A001	72057594037932114	0.164088	0.952381
S014C003P025R001A023	72057594037928923	0.170997	1.000000
S014C003P025R001A024	72057594037928923	0.186889	1.000000
S014C003P025R001A026	72057594037928923	0.171772	1.000000
S014C003P025R001A027	72057594037928923	0.224105	1.000000
S014C003P025R001A029	72057594037928923	0.169731	1.000000
S014C003P025R001A031	72057594037928923	0.253892	1.000000
S014C003P025R001A034	72057594037928923	0.224131	1.000000
S014C003P025R001A035	72057594037928923	0.246300	1.000000
S014C003P025R001A036	72057594037928923	0.182365	1.000000
S014C003P025R001A039	72057594037928923	0.264849	1.000000
S014C003P025R001A040	72057594037928923	0.282668	1.000000
S014C003P025R002A001	72057594037928923	0.216801	1.000000
S014C003P025R002A002	72057594037928923	0.202739	1.000000
S014C003P025R002A003	72057594037928923	0.220273	1.000000
S014C003P025R002A005	72057594037928923	0.220172	1.000000
S014C003P025R002A006	72057594037928923	0.186161	1.000000
S014C003P025R002A007	72057594037928923	0.243040	1.000000
S014C003P025R002A008	72057594037928923	0.200587	1.000000
S014C003P025R002A009	72057594037928923	0.224546	1.000000
S014C003P025R002A010	72057594037928923	0.201742	1.000000
S014C003P027R002A008	72057594037933003	0.160329	0.948276
S015C003P016R002A008	72057594037932964	0.215975	0.769231
S015C003P019R001A001	72057594037930301	0.147731	1.000000
S015C003P019R001A002	72057594037930301	0.170781	1.000000
S015C003P019R001A003	72057594037930301	0.159394	0.992248
S015C003P019R001A005	72057594037930301	0.187746	1.000000
S015C003P019R001A006	72057594037930301	0.155320	1.000000
S015C003P019R001A007	72057594037930301	0.167171	1.000000
S015C003P019R001A008	72057594037930301	0.171225	1.000000
S015C003P019R001A009	72057594037930301	0.164298	1.000000
S015C003P019R001A010	72057594037930301	0.155673	1.000000
S015C003P025R002A001	72057594037930301	0.145236	1.000000
S015C003P025R002A002	72057594037930301	0.144007	1.000000
S015C003P025R002A003	72057594037930301	0.153217	1.000000
S015C003P025R002A005	72057594037930301	0.160464	1.000000
S015C003P025R002A006	72057594037930301	0.165720	1.000000
S015C003P025R002A007	72057594037930301	0.178694	1.000000
S015C003P025R002A008	72057594037930301	0.161979	1.000000
S015C003P025R002A009	72057594037930301	0.174682	0.986486
S015C003P025R002A010	72057594037930301	0.155891	1.000000
S015C003P025R002A023	72057594037930301	0.170288	1.000000
S015C003P025R002A024	72057594037930301	0.168061	1.000000
S015C003P025R002A026	72057594037930301	0.152802	1.000000
S015C003P025R002A027	72057594037930301	0.171377	1.000000
S015C003P025R002A029	72057594037930301	0.132469	1.000000
S015C003P025R002A031	72057594037930301	0.182576	1.000000
S015C003P025R002A035	72057594037930301	0.174605	1.000000
S015C003P025R002A039	72057594037930301	0.186418	1.000000
S015C003P025R002A040	72057594037930301	0.199569	1.000000
S016C001P007R001A010	72057594037933896	0.200231	0.976744
S016C001P007R001A023	72057594037933896	0.167329	1.000000
S016C001P007R001A024	72057594037933896	0.149163	1.000000
S016C001P007R001A026	72057594037933896	0.114527	1.000000
S016C001P007R001A027	72057594037933896	0.170139	1.000000
S016C001P007R001A029	72057594037933896	0.094041	1.000000
S016C001P007R001A031	72057594037933896	0.185933	1.000000
S016C001P007R001A034	72057594037933896	0.147556	1.000000
S016C001P007R001A035	72057594037933896	0.211764	1.000000
S016C001P007R001A036	72057594037933896	0.145070	1.000000
S016C001P007R001A039	72057594037933896	0.186985	1.000000
S016C001P007R001A040	72057594037933896	0.217874	1.000000
S016C001P007R002A001	72057594037933896	0.105740	1.000000
S016C001P007R002A002	72057594037933896	0.114711	1.000000
S016C001P007R002A003	72057594037933896	0.105655	1.000000
S016C001P007R002A005	72057594037933896	0.178323	1.000000
S016C001P007R002A006	72057594037933896	0.160990	1.000000
S016C001P007R002A007	72057594037933896	0.146791	1.000000
S016C001P008R002A034	72057594037934861	0.163820	0.969697
S016C001P008R002A035	72057594037934861	0.184016	0.700000
S016C003P007R002A010	72057594037932623	0.152582	0.875000
S016C003P007R002A023	72057594037932623	0.154660	1.000000
S016C003P007R002A024	72057594037932623	0.155861	1.000000
S016C003P007R002A026	72057594037932623	0.128214	0.980769
S016C003P007R002A027	72057594037932623	0.158628	0.983607
S016C003P007R002A029	72057594037932623	0.116825	0.991935
S016C003P007R002A031	72057594037932623	0.163272	1.000000
S016C003P007R002A034	72057594037932623	0.142635	0.974684
S016C003P007R002A035	72057594037932623	0.152722	1.000000
S016C003P007R002A036	72057594037932623	0.133506	1.000000
S016C003P007R002A039	72057594037932623	0.172257	1.000000
S016C003P007R002A040	72057594037932623	0.190850	1.000000
S016C003P008R001A001	72057594037932791	0.121549	1.000000
S016C003P008R001A001	72057594037932623	0.121886	1.000000
S016C003P008R001A002	72057594037932791	0.117421	1.000000
S016C003P008R001A002	72057594037932623	0.133911	1.000000
S016C003P008R001A003	72057594037932791	0.116611	1.000000
S016C003P008R001A003	72057594037932623	0.129522	1.000000
S016C003P008R001A005	72057594037932791	0.151934	1.000000
S016C003P008R001A005	72057594037932623	0.180564	1.000000
S016C003P008R001A006	72057594037932791	0.121616	1.000000
S016C003P008R001A006	72057594037932623	0.154458	1.000000
S016C003P008R001A007	72057594037932791	0.155062	1.000000
S016C003P008R001A007	72057594037932623	0.171356	1.000000
S016C003P008R001A008	72057594037932791	0.126402	0.842857
S016C003P008R001A009	72057594037932791	0.160972	1.000000
S016C003P008R001A010	72057594037932791	0.122113	0.910256
S016C003P008R001A023	72057594037932791	0.159508	1.000000
S016C003P008R001A024	72057594037932791	0.155685	0.982143
S016C003P008R001A026	72057594037932791	0.098872	1.000000
S016C003P008R001A027	72057594037932791	0.115343	1.000000
S016C003P008R001A029	72057594037932791	0.125354	1.000000
S016C003P008R001A031	72057594037932791	0.167500	1.000000
S016C003P008R001A034	72057594037932791	0.132085	1.000000
S016C003P008R001A035	72057594037932791	0.145204	1.000000
S016C003P008R001A036	72057594037932791	0.152713	1.000000
S016C003P008R001A039	72057594037932791	0.167544	1.000000
S016C003P008R001A040	72057594037932791	0.160837	1.000000
S016C003P008R002A001	72057594037932791	0.106457	1.000000
S016C003P008R002A005	72057594037932791	0.156829	1.000000
S016C003P008R002A007	72057594037932791	0.159688	1.000000
S016C003P008R002A008	72057594037932791	0.141098	0.974359
S016C003P008R002A010	72057594037932791	0.134415	1.000000
S016C003P008R002A023	72057594037932791	0.134196	1.000000
S016C003P008R002A024	72057594037932791	0.120355	1.000000
S016C003P008R002A026	72057594037932791	0.126846	1.000000
S016C003P008R002A027	72057594037932791	0.130112	1.000000
S016C003P008R002A029	72057594037932791	0.105948	1.000000
S016C003P008R002A031	72057594037932791	0.132095	1.000000
S016C003P008R002A034	72057594037932791	0.119259	1.000000
S016C003P008R002A035	72057594037932791	0.133469	1.000000
S016C003P008R002A036	72057594037932791	0.141114	1.000000
S016C003P008R002A039	72057594037932791	0.157950	1.000000
S016C003P008R002A040	72057594037932791	0.201563	1.000000
S016C003P039R001A001	72057594037928910	0.133664	0.989474
S016C003P039R001A002	72057594037928910	0.181283	1.000000
S016C003P039R001A003	72057594037928910	0.125399	1.000000
S016C003P039R001A005	72057594037928910	0.201546	1.000000
S016C003P039R001A006	72057594037928910	0.128585	1.000000
S016C003P039R001A007	72057594037928910	0.183065	1.000000
S016C003P039R001A008	72057594037928910	0.144422	1.000000
S016C003P039R001A009	72057594037928910	0.170263	1.000000
S016C003P039R001A010	72057594037928910	0.153663	1.000000
S016C003P039R001A023	72057594037928910	0.124026	1.000000
S016C003P039R001A024	72057594037928910	0.154447	1.000000
S016C003P039R001A026	72057594037928910	0.132579	1.000000
S016C003P039R001A027	72057594037928910	0.125072	0.984127
S016C003P039R001A029	72057594037928910	0.109655	1.000000
S016C003P039R001A031	72057594037928910	0.149905	1.000000
S016C003P039R001A034	72057594037928910	0.138276	1.000000
S016C003P039R001A035	72057594037928910	0.126172	1.000000
S016C003P039R001A036	72057594037928910	0.132491	1.000000
S016C003P039R001A039	72057594037928910	0.155648	1.000000
S016C003P039R001A040	72057594037928910	0.149814	1.000000
S016C003P039R002A001	72057594037928910	0.113869	1.000000
S016C003P039R002A002	72057594037928910	0.114742	1.000000
S016C003P039R002A003	72057594037928910	0.137257	1.000000
S016C003P039R002A005	72057594037928910	0.135003	1.000000
S016C003P039R002A006	72057594037928910	0.145603	1.000000
S016C003P039R002A007	72057594037928910	0.159363	1.000000
S016C003P039R002A008	72057594037928910	0.179752	1.000000
S016C003P039R002A009	72057594037928910	0.183322	1.000000
S016C003P039R002A010	72057594037928910	0.191232	1.000000
S016C003P040R001A039	72057594037928910	0.172332	1.000000
S016C003P040R001A040	72057594037928910	0.199196	1.000000
S016C003P040R002A001	72057594037928910	0.143842	0.990000
S016C003P040R002A002	72057594037928910	0.218235	1.000000
S016C003P040R002A003	72057594037928910	0.190386	1.000000
S016C003P040R002A005	72057594037928910	0.176570	1.000000
S016C003P040R002A006	72057594037928910	0.159456	1.000000
S016C003P040R002A007	72057594037928910	0.191420	1.000000
S016C003P040R002A008	72057594037928910	0.173992	1.000000
S016C003P040R002A009	72057594037928910	0.196813	1.000000
S016C003P040R002A010	72057594037928910	0.182794	1.000000
S016C003P040R002A023	72057594037928910	0.142494	1.000000
S016C003P040R002A024	72057594037928910	0.192700	1.000000
S016C003P040R002A026	72057594037928910	0.155088	1.000000
S016C003P040R002A027	72057594037928910	0.147633	1.000000
S016C003P040R002A029	72057594037928910	0.119491	1.000000
S016C003P040R002A031	72057594037928910	0.209042	1.000000
S016C003P040R002A034	72057594037928910	0.158072	1.000000
S016C003P040R002A035	72057594037928910	0.144626	1.000000
S016C003P040R002A036	72057594037928910	0.145564	1.000000
S016C003P040R002A039	72057594037928910	0.162317	1.000000
S016C003P040R002A040	72057594037928910	0.180148	1.000000
S017C003P015R002A024	72057594037939303	0.193995	1.000000
S017C003P015R002A026	72057594037939303	0.177194	0.956044
S017C003P015R002A027	72057594037939303	0.227458	1.000000
S017C003P015R002A029	72057594037939303	0.166108	1.000000
S017C003P015R002A031	72057594037939303	0.236911	1.000000
S017C003P015R002A034	72057594037939303	0.225578	1.000000
S017C003P015R002A035	72057594037939303	0.194129	1.000000
S017C003P015R002A036	72057594037939303	0.216682	1.000000
S017C003P015R002A039	72057594037939303	0.237273	1.000000
S017C003P015R002A040	72057594037939303	0.236209	1.000000
S017C003P017R002A010	72057594037938774	0.225642	1.000000
      Skeleton      	     bodyID      	 Motion 	  Rate  
      Skeleton      	     bodyID      	 Motion 	  Rate  
      Skeleton      	     bodyID      	 Motion 	  Rate  
S001C001P001R001A024	72057594037931781	0.070952	1.000000
S001C001P001R001A026	72057594037931781	0.059786	0.941748
S001C001P001R001A027	72057594037931781	0.064289	1.000000
S001C001P001R001A029	72057594037931781	0.063493	1.000000
S001C001P002R001A031	72057594037932971	0.074658	1.000000
S001C001P002R001A034	72057594037932971	0.076439	1.000000
S001C001P002R001A035	72057594037932971	0.084020	1.000000
S001C001P002R001A036	72057594037932971	0.074984	1.000000
S001C001P003R001A001	72057594037936103	0.038993	0.906780
S001C001P003R001A031	72057594037936779	0.056596	0.773333
S001C001P003R002A005	72057594037937524	0.047873	1.000000
S001C001P003R002A026	72057594037937632	0.051349	1.000000
S001C001P003R002A027	72057594037937632	0.056740	1.000000
S001C002P005R002A002	72057594037938980	0.038967	1.000000
S001C002P005R002A003	72057594037938980	0.034617	1.000000
S001C002P008R001A024	72057594037942445	0.038671	0.803571
S001C002P008R001A026	72057594037942445	0.037644	0.965517
S001C002P008R001A027	72057594037942445	0.042737	0.948276
S001C002P008R001A029	72057594037942445	0.038029	0.801527
S001C002P008R001A035	72057594037942450	0.069638	1.000000
S001C002P008R001A036	72057594037942450	0.065312	1.000000
S001C002P008R001A039	72057594037942450	0.050599	1.000000
S001C002P008R001A040	72057594037942450	0.052521	1.000000
S001C003P001R001A024	72057594037931407	0.055471	1.000000
S001C003P001R001A026	72057594037931407	0.052732	1.000000
S001C003P001R001A027	72057594037931407	0.053362	1.000000
S001C003P001R001A029	72057594037931407	0.052681	1.000000
S001C003P003R002A026	72057594037937100	0.036729	0.731707
S001C003P003R002A027	72057594037937100	0.035378	1.000000
S001C003P008R002A023	72057594037944570	0.033637	0.888889
S001C003P008R002A026	72057594037944570	0.033724	0.780220
S001C003P008R002A027	72057594037944570	0.033176	0.965517
S002C001P011R002A007	72057594037935246	0.093142	1.000000
S003C001P002R001A035	72057594037949954	0.048258	0.758621
S003C001P002R001A036	72057594037949954	0.047826	0.717949
S003C001P002R001A039	72057594037949954	0.059752	1.000000
S003C001P002R001A040	72057594037949954	0.061890	1.000000
S003C001P018R002A010	72057594037939137	0.052934	1.000000
S003C001P018R002A023	72057594037939145	0.050169	0.984848
S003C002P002R001A010	72057594037952517	0.067617	1.000000
S003C003P002R002A010	72057594037948249	0.060864	0.883721
S003C003P002R002A023	72057594037948250	0.044098	0.965517
S003C003P002R002A024	72057594037948250	0.044174	0.875000
S003C003P002R002A026	72057594037948250	0.046550	0.823529
S003C003P002R002A027	72057594037948250	0.044999	0.854839
S003C003P002R002A029	72057594037948250	0.044064	0.980583
S003C003P002R002A031	72057594037948307	0.041269	1.000000
S003C003P002R002A034	72057594037948307	0.039579	1.000000
S003C003P002R002A035	72057594037948307	0.039676	0.965517
S003C003P002R002A036	72057594037948307	0.039252	1.000000
S003C003P002R002A039	72057594037948307	0.041674	0.976744
S003C003P002R002A040	72057594037948307	0.039555	1.000000
S003C003P008R002A023	72057594037950621	0.064764	1.000000
S003C003P008R002A024	72057594037950621	0.064309	1.000000
S003C003P008R002A026	72057594037950621	0.062018	1.000000
S003C003P008R002A027	72057594037950621	0.064611	1.000000
S003C003P008R002A029	72057594037950621	0.054859	0.983740
S003C003P008R002A031	72057594037950621	0.059531	1.000000
S003C003P008R002A034	72057594037950621	0.062388	0.967742
S003C003P008R002A035	72057594037950621	0.061475	0.962963
S003C003P008R002A036	72057594037950621	0.056803	0.965909
S003C003P008R002A039	72057594037950621	0.055023	0.988235
S003C003P008R002A040	72057594037950621	0.059034	0.936508
S004C001P007R002A024	72057594037930164	0.036962	0.766667
S004C001P007R002A026	72057594037930164	0.038286	0.845238
S004C001P007R002A029	72057594037930164	0.036880	0.826531
S004C001P008R002A010	72057594037930720	0.042914	0.965909
S004C001P020R001A031	72057594037931815	0.036346	0.915493
S004C001P020R001A034	72057594037931815	0.035973	0.900000
S004C001P020R001A035	72057594037931815	0.037242	0.937500
S004C002P008R002A010	72057594037931506	0.035158	0.965909
S004C003P003R001A039	72057594037931618	0.034107	0.905660
S004C003P003R001A040	72057594037931618	0.036105	0.735849
S004C003P008R002A023	72057594037929551	0.063577	1.000000
S004C003P008R002A024	72057594037929551	0.065247	1.000000
S004C003P008R002A026	72057594037929551	0.067935	1.000000
S004C003P008R002A027	72057594037929551	0.068828	1.000000
S004C003P008R002A029	72057594037929551	0.069130	1.000000
S004C003P008R002A031	72057594037929551	0.062966	1.000000
S004C003P008R002A034	72057594037929551	0.064213	1.000000
S004C003P008R002A035	72057594037929551	0.071111	1.000000
S004C003P008R002A036	72057594037929551	0.068941	1.000000
S004C003P008R002A039	72057594037929551	0.067013	1.000000
S004C003P008R002A040	72057594037929551	0.065972	1.000000
S004C003P020R001A001	72057594037929551	0.065135	1.000000
S004C003P020R001A002	72057594037929551	0.066965	1.000000
S004C003P020R001A003	72057594037929551	0.066593	1.000000
S004C003P020R001A005	72057594037929551	0.067672	1.000000
S004C003P020R001A006	72057594037929551	0.064642	1.000000
S004C003P020R001A007	72057594037929551	0.068325	1.000000
S005C002P016R001A008	72057594037936020	0.085184	1.000000
S007C001P007R002A024	72057594037932153	0.176280	0.854839
S007C001P008R001A023	72057594037944797	0.055357	1.000000
S007C001P008R001A024	72057594037944797	0.056146	1.000000
S007C001P008R001A026	72057594037944797	0.055762	0.890244
S007C001P008R001A027	72057594037944797	0.055700	1.000000
S007C001P008R001A029	72057594037944797	0.055473	0.986928
S007C001P008R001A031	72057594037944797	0.056496	0.949153
S007C001P015R002A024	72057594037956585	0.040647	0.771930
S007C001P017R001A007	72057594037954845	0.046054	0.853333
S007C002P007R001A010	72057594037936661	0.048572	0.909091
S007C002P008R001A039	72057594037958314	0.056446	1.000000
S007C002P008R001A040	72057594037958314	0.058659	0.890625
S007C002P008R002A003	72057594037958314	0.057791	0.902439
S007C002P008R002A005	72057594037958314	0.061722	0.736842
S007C002P008R002A006	72057594037958314	0.061754	0.931373
S007C002P008R002A007	72057594037958314	0.057837	1.000000
S007C002P018R002A008	72057594037945922	0.031143	0.944444
S007C002P025R001A023	72057594037940682	0.048314	1.000000
S007C002P025R001A024	72057594037940682	0.046047	0.965517
S007C002P025R001A026	72057594037940682	0.047644	1.000000
S007C002P025R001A027	72057594037940682	0.045863	1.000000
S007C002P025R001A029	72057594037940682	0.046536	1.000000
S007C002P025R002A023	72057594037941043	0.046035	0.922222
S007C002P025R002A024	72057594037941043	0.044242	0.842857
S007C002P025R002A027	72057594037941043	0.045202	0.912281
S007C002P025R002A029	72057594037941043	0.036449	0.776471
S008C002P001R001A001	72057594037934343	0.082750	1.000000
S008C002P001R001A002	72057594037934343	0.082563	1.000000
S008C002P001R001A003	72057594037934343	0.082537	0.989011
S008C002P001R001A005	72057594037934343	0.079313	1.000000
S008C002P001R001A006	72057594037934343	0.085692	1.000000
S008C002P001R001A007	72057594037934343	0.080215	1.000000
S008C002P001R001A008	72057594037934343	0.068404	1.000000
S010C001P018R002A001	72057594037936987	0.043009	1.000000
S010C001P018R002A003	72057594037937060	0.041168	1.000000
S010C001P018R002A005	72057594037937060	0.041810	1.000000
S010C001P018R002A006	72057594037937060	0.041535	1.000000
S010C001P018R002A007	72057594037937060	0.041884	1.000000
S010C001P018R002A024	72057594037937100	0.042324	1.000000
S010C001P018R002A026	72057594037937100	0.040694	0.986842
S010C001P018R002A027	72057594037937100	0.041445	0.933333
S010C001P018R002A029	72057594037937100	0.042466	0.968750
S010C001P018R002A031	72057594037937100	0.042699	0.954545
S010C001P018R002A034	72057594037937100	0.041237	0.898734
S010C001P018R002A035	72057594037937100	0.040776	1.000000
S010C001P018R002A036	72057594037937100	0.039655	1.000000
S010C001P018R002A039	72057594037937100	0.041001	1.000000
S010C001P018R002A040	72057594037937100	0.042443	0.956522
S010C002P018R002A001	72057594037937419	0.038120	1.000000
S010C002P018R002A026	72057594037937665	0.054191	0.776316
S010C002P018R002A027	72057594037937665	0.059186	1.000000
S010C002P018R002A029	72057594037937665	0.053342	1.000000
S010C002P018R002A031	72057594037937665	0.056148	0.965909
S010C002P018R002A034	72057594037937665	0.050659	1.000000
S010C002P018R002A035	72057594037937665	0.056090	1.000000
S010C002P018R002A036	72057594037937665	0.057949	1.000000
S010C002P018R002A039	72057594037937665	0.052076	1.000000
S010C002P018R002A040	72057594037937665	0.061252	1.000000
S010C003P018R001A001	72057594037933836	0.069671	0.789474
S010C003P018R001A002	72057594037933836	0.075326	0.863014
S010C003P018R001A003	72057594037933836	0.074135	0.952000
S010C003P018R001A005	72057594037933836	0.074924	0.913978
S010C003P018R001A006	72057594037933836	0.073932	0.920455
S010C003P018R001A007	72057594037933836	0.071251	0.833333
S010C003P018R002A001	72057594037934307	0.044630	1.000000
S010C003P018R002A008	72057594037934499	0.048984	1.000000
S010C003P018R002A009	72057594037934499	0.043911	0.983871
S010C003P018R002A024	72057594037934548	0.034001	0.704545
S010C003P018R002A026	72057594037934548	0.030138	1.000000
S010C003P018R002A027	72057594037934548	0.031719	0.916667
S010C003P018R002A029	72057594037934548	0.031805	1.000000
S010C003P018R002A031	72057594037934548	0.029800	0.966292
S010C003P018R002A034	72057594037934548	0.029984	1.000000
S010C003P018R002A035	72057594037934548	0.035928	0.780822
S010C003P018R002A040	72057594037934548	0.030820	0.782609
S011C001P018R001A024	72057594037934969	0.057609	1.000000
S011C001P018R001A026	72057594037934969	0.057466	1.000000
S011C001P018R001A027	72057594037934969	0.056530	1.000000
S011C001P018R001A029	72057594037934969	0.055466	1.000000
S011C001P018R001A031	72057594037934969	0.056198	1.000000
S011C001P018R001A034	72057594037934969	0.056670	1.000000
S011C001P018R001A035	72057594037934969	0.050950	1.000000
S011C001P018R001A036	72057594037934969	0.050451	1.000000
S011C001P018R001A039	72057594037934969	0.049629	1.000000
S011C001P018R001A040	72057594037934969	0.053561	1.000000
S011C001P027R001A005	72057594037931499	0.033623	0.804124
S011C001P027R001A009	72057594037931499	0.034754	0.808219
S011C001P027R001A024	72057594037931499	0.033779	0.907692
S011C001P027R001A034	72057594037931499	0.031510	0.875000
S011C001P027R001A035	72057594037931499	0.034973	0.826087
S011C002P018R001A026	72057594037933650	0.041455	0.756757
S011C002P018R001A027	72057594037933650	0.044847	0.935484
S011C002P018R001A029	72057594037933650	0.050916	0.703488
S011C002P018R001A031	72057594037933650	0.051043	0.765625
S011C002P018R001A034	72057594037933650	0.046106	0.742424
S011C002P018R001A035	72057594037933650	0.043288	0.912500
S011C002P018R001A036	72057594037933650	0.045389	0.967213
S011C002P018R001A039	72057594037933650	0.047665	0.931034
S011C003P002R001A007	72057594037944223	1.505224	0.714286
S011C003P018R001A027	72057594037932860	0.060645	0.852459
